card_identifier,categoryId,chapter,cleanName,directLowPrice,extCardType,extCharacterVersion,extClassification,extCostInk,extDescription,extFlavorText,extInkType,extInkwellIcononCard,extLoreValue,extMoveCost,extNumber,extPromoType,extProperty,extRarity,extStrength,extWillpower,groupId,highPrice,imageCount,imageUrl,lowPrice,marketPrice,midPrice,modifiedOn,name,productId,subTypeName,url
110/204 EN 8,71,2025,Maui Stubborn Trickster,,Character,Stubborn Trickster,Storyborn;Hero;Deity,6,"<strong>[I'm Not Finished Yet]</strong> When this character is banished, choose one:
<br>â¢ Put 2 damage counters on all opposing characters.
<br>â¢ Banish all opposing items
<br>â¢ Banish all opposing locations",,Emerald;Steel,Yes,3,,110/204,,Moana,Super Rare,4,4,24258,25.6,1,https://tcgplayer-cdn.tcgplayer.com/product/630062_200w.jpg,12.78,15.0,13.73,2025-05-23T18:58:07.48,Maui - Stubborn Trickster,630062,Cold Foil,https://cpt.tcgcsv.com/g237
110/204 EN 8,71,2025,Maui Stubborn Trickster,,Character,Stubborn Trickster,Storyborn;Hero;Deity,6,"<strong>[I'm Not Finished Yet]</strong> When this character is banished, choose one:
<br>â¢ Put 2 damage counters on all opposing characters.
<br>â¢ Banish all opposing items
<br>â¢ Banish all opposing locations",,Emerald;Steel,Yes,3,,110/204,,Moana,Super Rare,4,4,24258,10.19,1,https://tcgplayer-cdn.tcgplayer.com/product/630062_200w.jpg,3.69,7.57,5.0,2025-05-23T18:58:07.48,Maui - Stubborn Trickster,630062,Normal,https://cpt.tcgcsv.com/g237
199/204 EN 8,71,2025,Mickey Mouse Giant Mouse,,Character,Giant Mouse,Dreamborn;Hero,10,"<strong>Bodyguard</strong> <em>(This character may enter play exerted. An opposing character who chalenges one of your characters must choose one with Bodyguard if able.)</em> <br> <strong>[The Biggest Star Ever]</strong> When this character is banished, deal 5 damage to each opposing character.",,Steel,No,5,,199/204,,Standard Characters,Legendary,10,10,24258,146.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631331_200w.jpg,145.99,74.31,145.99,2025-05-23T19:40:16.35,Mickey Mouse - Giant Mouse,631331,Cold Foil,https://cpt.tcgcsv.com/Fx37
199/204 EN 8,71,2025,Mickey Mouse Giant Mouse,,Character,Giant Mouse,Dreamborn;Hero,10,"<strong>Bodyguard</strong> <em>(This character may enter play exerted. An opposing character who chalenges one of your characters must choose one with Bodyguard if able.)</em> <br> <strong>[The Biggest Star Ever]</strong> When this character is banished, deal 5 damage to each opposing character.",,Steel,No,5,,199/204,,Standard Characters,Legendary,10,10,24258,49.5,1,https://tcgplayer-cdn.tcgplayer.com/product/631331_200w.jpg,24.75,30.14,26.55,2025-05-23T19:40:16.35,Mickey Mouse - Giant Mouse,631331,Normal,https://cpt.tcgcsv.com/Fx37
200/204 EN 8,71,2025,Stitch Alien Troublemaker,,Character,Alien Troublemaker,Storyborn;Hero;Alien,4,"<strong>[I Win!]</strong> During your turn, whenever this character banishes another character in a challenge, you may draw a card and gain 1 lore.","<em>""Ah! Finally, a good use for his destructive instincts.""-Jumba Jookiba</em>",Steel,Yes,1,,200/204,,Lilo and Stitch,Rare,3,4,24258,30.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631332_200w.jpg,16.35,16.19,17.86,2025-05-23T19:42:18.2,Stitch - Alien Troublemaker,631332,Cold Foil,https://cpt.tcgcsv.com/Gx37
200/204 EN 8,71,2025,Stitch Alien Troublemaker,,Character,Alien Troublemaker,Storyborn;Hero;Alien,4,"<strong>[I Win!]</strong> During your turn, whenever this character banishes another character in a challenge, you may draw a card and gain 1 lore.","<em>""Ah! Finally, a good use for his destructive instincts.""-Jumba Jookiba</em>",Steel,Yes,1,,200/204,,Lilo and Stitch,Rare,3,4,24258,13.9,1,https://tcgplayer-cdn.tcgplayer.com/product/631332_200w.jpg,6.84,7.34,6.87,2025-05-23T19:42:18.2,Stitch - Alien Troublemaker,631332,Normal,https://cpt.tcgcsv.com/Gx37
9/204 EN 8,71,2025,Tiana Natural Talent,,Character,Natural Talent,Storyborn;Hero;Princess,4,"<strong>Singer 6</strong> <em>(This character counts as 6 to sing songs.)</em><br><strong>[Captivating Melody]</strong> Whenever you play a song, each oposing character gets -1 Strength untl the start of your next turn.",,Amber,No,1,,9/204,,Princess and the Frog,Rare,2,4,24258,6.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631333_200w.jpg,3.0,3.0,5.87,2025-05-23T20:43:24.373,Tiana - Natural Talent,631333,Normal,https://cpt.tcgcsv.com/Hx37
9/204 EN 8,71,2025,Tiana Natural Talent,,Character,Natural Talent,Storyborn;Hero;Princess,4,"<strong>Singer 6</strong> <em>(This character counts as 6 to sing songs.)</em><br><strong>[Captivating Melody]</strong> Whenever you play a song, each oposing character gets -1 Strength untl the start of your next turn.",,Amber,No,1,,9/204,,Princess and the Frog,Rare,2,4,24258,17.14,1,https://tcgplayer-cdn.tcgplayer.com/product/631333_200w.jpg,15.15,15.0,17.14,2025-05-23T20:43:24.373,Tiana - Natural Talent,631333,Cold Foil,https://cpt.tcgcsv.com/Hx37
37/204 EN 8,71,2025,Donald Duck Coin Collector,,Character,Coin Collector,Storyborn;Hero,8,"<strong>[Here, Piggy, Piggy]</strong> For each item named The Nephews' Piggy Bank you have in play, you  pay 2 Ink less to play this character.<br><strong>[Money Everywhere]</strong> Wgen you play this character, your other characters gain ""[Exert] â Draw a card"" this turn.",,Amber,Yes,2,,37/204,,Standard Characters,Super Rare,4,8,24258,30.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631334_200w.jpg,14.84,15.0,15.15,2025-05-23T19:57:58.917,Donald Duck - Coin Collector,631334,Cold Foil,https://cpt.tcgcsv.com/Jx37
37/204 EN 8,71,2025,Donald Duck Coin Collector,,Character,Coin Collector,Storyborn;Hero,8,"<strong>[Here, Piggy, Piggy]</strong> For each item named The Nephews' Piggy Bank you have in play, you  pay 2 Ink less to play this character.<br><strong>[Money Everywhere]</strong> Wgen you play this character, your other characters gain ""[Exert] â Draw a card"" this turn.",,Amber,Yes,2,,37/204,,Standard Characters,Super Rare,4,8,24258,6.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631334_200w.jpg,3.0,3.0,5.84,2025-05-23T19:57:58.917,Donald Duck - Coin Collector,631334,Normal,https://cpt.tcgcsv.com/Jx37
44/204 EN 8,71,2025,The Nephews Piggy Bank,,Item,,,2,"<strong>[Inside Job]</strong> If you have a character named Donald Duck in play, you pay 1 Ink less to play this item.<br><strong>[Payoff]</strong> [Exert] â Chosen character gets -1 Strength until the start of your next turn.",,Amber,No,,,44/204,,,Uncommon,,,24258,6.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631335_200w.jpg,3.69,,5.0,2025-05-23T20:10:51.437,The Nephews' Piggy Bank,631335,Cold Foil,https://cpt.tcgcsv.com/Kx37
44/204 EN 8,71,2025,The Nephews Piggy Bank,,Item,,,2,"<strong>[Inside Job]</strong> If you have a character named Donald Duck in play, you pay 1 Ink less to play this item.<br><strong>[Payoff]</strong> [Exert] â Chosen character gets -1 Strength until the start of your next turn.",,Amber,No,,,44/204,,,Uncommon,,,24258,4.24,1,https://tcgplayer-cdn.tcgplayer.com/product/631335_200w.jpg,1.0,,2.98,2025-05-23T20:10:51.437,The Nephews' Piggy Bank,631335,Normal,https://cpt.tcgcsv.com/Kx37
45/204 EN 8,71,2025,Palace Guard Spectral Sentry,,Character,Spectral Sentry,Dreamborn;Ally;Illusion,1,"<strong>Vanish</strong> <em>(When an opponent chooses this character for an action, banish them.)</em>","<em>""All of the power of the normal guards, with none of the insolence.""â Jafar</em>",Amethyst,Yes,1,,45/204,,Aladdin,Common,1,4,24258,6.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631336_200w.jpg,3.0,,3.0,2025-05-23T20:11:01.87,Palace Guard - Spectral Sentry,631336,Cold Foil,https://cpt.tcgcsv.com/Lx37
45/204 EN 8,71,2025,Palace Guard Spectral Sentry,,Character,Spectral Sentry,Dreamborn;Ally;Illusion,1,"<strong>Vanish</strong> <em>(When an opponent chooses this character for an action, banish them.)</em>","<em>""All of the power of the normal guards, with none of the insolence.""â Jafar</em>",Amethyst,Yes,1,,45/204,,Aladdin,Common,1,4,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631336_200w.jpg,0.49,0.5,0.5,2025-05-23T20:11:01.87,Palace Guard - Spectral Sentry,631336,Normal,https://cpt.tcgcsv.com/Lx37
54/204 EN 8,71,2025,Megara Part of the Plan,,Character,Part of the Plan,Dreamborn;Ally,3,"<strong>[Contentious Alliance]</strong> While you have a character named Hades in play, this character gains Challenger +2. <em>(They get +2 Strength while challenging.)</em>","<em>âThe sooner we get this done, the sooner Iâm freeâ¦of youâ</em>",Amethyst,Yes,1,,54/204,,Aladdin,Common,2,5,24258,0.84,1,https://tcgplayer-cdn.tcgplayer.com/product/631337_200w.jpg,0.49,0.49,0.49,2025-05-23T20:14:02.403,Megara - Part of the Plan,631337,Normal,https://cpt.tcgcsv.com/Mx37
54/204 EN 8,71,2025,Megara Part of the Plan,,Character,Part of the Plan,Dreamborn;Ally,3,"<strong>[Contentious Alliance]</strong> While you have a character named Hades in play, this character gains Challenger +2. <em>(They get +2 Strength while challenging.)</em>","<em>âThe sooner we get this done, the sooner Iâm freeâ¦of youâ</em>",Amethyst,Yes,1,,54/204,,Aladdin,Common,2,5,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631337_200w.jpg,3.0,,3.0,2025-05-23T20:14:02.403,Megara - Part of the Plan,631337,Cold Foil,https://cpt.tcgcsv.com/Mx37
56/204 EN 8,71,2025,Ryder Fleet Footed Infiltrator,,Character,Fleet-Footed Infiltrator,Storyborn;Ally,4,<strong>Evasive</strong> <em>(Only characters with Evasive can challenge this character.)</em>,"<em>âSheesh, what is it with this high sultan guy? Canât he put in stairs like a normal person?â</em>",Amethyst,Yes,1,,56/204,,Aladdin,Common,3,4,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631338_200w.jpg,0.5,,1.98,2025-05-23T20:15:35.4,Ryder - Fleet-Footed Infiltrator,631338,Normal,https://cpt.tcgcsv.com/Nx37
56/204 EN 8,71,2025,Ryder Fleet Footed Infiltrator,,Character,Fleet-Footed Infiltrator,Storyborn;Ally,4,<strong>Evasive</strong> <em>(Only characters with Evasive can challenge this character.)</em>,"<em>âSheesh, what is it with this high sultan guy? Canât he put in stairs like a normal person?â</em>",Amethyst,Yes,1,,56/204,,Aladdin,Common,3,4,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631338_200w.jpg,3.0,,3.0,2025-05-23T20:15:35.4,Ryder - Fleet-Footed Infiltrator,631338,Cold Foil,https://cpt.tcgcsv.com/Nx37
57/204 EN 8,71,2025,Bambi Prince of the Forest,,Character,Prince of the Forest,Storyborn;Hero;Prince,2,,"<em>As he grew older, he began to understand his responsibilities to all the creatures of the woods.</em>",Amethyst,Yes,1,,57/204,,Bambi,Common,3,2,24258,4.24,1,https://tcgplayer-cdn.tcgplayer.com/product/631339_200w.jpg,0.35,,2.98,2025-05-23T20:15:51.05,Bambi - Prince of the Forest,631339,Normal,https://cpt.tcgcsv.com/Px37
57/204 EN 8,71,2025,Bambi Prince of the Forest,,Character,Prince of the Forest,Storyborn;Hero;Prince,2,,"<em>As he grew older, he began to understand his responsibilities to all the creatures of the woods.</em>",Amethyst,Yes,1,,57/204,,Bambi,Common,3,2,24258,6.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631339_200w.jpg,3.0,,3.0,2025-05-23T20:15:51.05,Bambi - Prince of the Forest,631339,Cold Foil,https://cpt.tcgcsv.com/Px37
61/204 EN 8,71,2025,Pinocchio Strings Attached,,Character,Strings Attached,Storyborn;Hero,4,"<strong>Evasive</strong> <em>(Only characters with Evasive can challenge this character.)</em><br><strong>[Got To Keep Real Quiet]</strong> Once during your turn, whenever you ready this character, you may draw a card.",,Amethyst,Yes,2,,61/204,,Pinocchio,Legendary,0,5,24258,50.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631340_200w.jpg,24.78,30.0,24.92,2025-05-23T20:17:13.437,Pinocchio - Strings Attached,631340,Normal,https://cpt.tcgcsv.com/Qx37
61/204 EN 8,71,2025,Pinocchio Strings Attached,,Character,Strings Attached,Storyborn;Hero,4,"<strong>Evasive</strong> <em>(Only characters with Evasive can challenge this character.)</em><br><strong>[Got To Keep Real Quiet]</strong> Once during your turn, whenever you ready this character, you may draw a card.",,Amethyst,Yes,2,,61/204,,Pinocchio,Legendary,0,5,24258,74.89,1,https://tcgplayer-cdn.tcgplayer.com/product/631340_200w.jpg,72.87,,74.75,2025-05-23T20:17:13.437,Pinocchio - Strings Attached,631340,Cold Foil,https://cpt.tcgcsv.com/Qx37
63/204 EN 8,71,2025,Bambi Little Prince,,Character,Little Prince,Storyborn;Hero;Prince,3,"<strong>[Say Hello]</strong> When you play this character, gain 1 lore.<br><strong>[Kind of Bashful]</strong> When an opponent plays a character, return this character to your hand.",,Amethyst,No,3,,63/204,,Bambi,Legendary,1,1,24258,147.5,1,https://tcgplayer-cdn.tcgplayer.com/product/631341_200w.jpg,73.64,,73.7,2025-05-23T20:18:05.543,Bambi - Little Prince,631341,Cold Foil,https://cpt.tcgcsv.com/Rx37
63/204 EN 8,71,2025,Bambi Little Prince,,Character,Little Prince,Storyborn;Hero;Prince,3,"<strong>[Say Hello]</strong> When you play this character, gain 1 lore.<br><strong>[Kind of Bashful]</strong> When an opponent plays a character, return this character to your hand.",,Amethyst,No,3,,63/204,,Bambi,Legendary,1,1,24258,34.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631341_200w.jpg,16.99,,18.85,2025-05-23T20:18:05.543,Bambi - Little Prince,631341,Normal,https://cpt.tcgcsv.com/Rx37
76/204 EN 8,71,2025,Flower Shy Skunk,,Character,Shy Skunk,Storyborn;Ally,3,"<strong>[Looking for Friends]</strong> Whenever you play another character, look at the top card of your deck. Put it on either the top or the bottom of your deck.",<em>His sweet nature outmatches all the blooms in the meadow.</em>,Amethyst,Yes,1,,76/204,,Bambi,Rare,3,3,24258,6.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631342_200w.jpg,3.0,3.0,5.8,2025-05-23T20:40:21.167,Flower - Shy Skunk,631342,Normal,https://cpt.tcgcsv.com/Sx37
76/204 EN 8,71,2025,Flower Shy Skunk,,Character,Shy Skunk,Storyborn;Ally,3,"<strong>[Looking for Friends]</strong> Whenever you play another character, look at the top card of your deck. Put it on either the top or the bottom of your deck.",<em>His sweet nature outmatches all the blooms in the meadow.</em>,Amethyst,Yes,1,,76/204,,Bambi,Rare,3,3,24258,24.9,1,https://tcgplayer-cdn.tcgplayer.com/product/631342_200w.jpg,13.8,,15.0,2025-05-23T20:40:21.167,Flower - Shy Skunk,631342,Cold Foil,https://cpt.tcgcsv.com/Sx37
77/204 EN 8,71,2025,Forest Duel,,Action,,,5,"Your characters gain <strong>Challenger</strong> +2 and ""When this character is banished in a challenge, return this card to your hand"" this turn. <em>(They get +2 Strength while challenging.)</em>","<em>Fight with honor, win with dignity.</em>",Amethyst,Yes,,,77/204,,Bambi,Uncommon,,,24258,6.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631343_200w.jpg,3.0,,3.0,2025-05-23T20:40:31.55,Forest Duel,631343,Cold Foil,https://cpt.tcgcsv.com/Tx37
77/204 EN 8,71,2025,Forest Duel,,Action,,,5,"Your characters gain <strong>Challenger</strong> +2 and ""When this character is banished in a challenge, return this card to your hand"" this turn. <em>(They get +2 Strength while challenging.)</em>","<em>Fight with honor, win with dignity.</em>",Amethyst,Yes,,,77/204,,Bambi,Uncommon,,,24258,2.98,1,https://tcgplayer-cdn.tcgplayer.com/product/631343_200w.jpg,1.0,1.0,2.98,2025-05-23T20:40:31.55,Forest Duel,631343,Normal,https://cpt.tcgcsv.com/Tx37
31/204 EN 8,71,2025,Antonios Jaguar Faithful Companion,,Character,Faithful Companion,Storyborn;Ally,2,"<strong>[You Want to go Where?]</strong> When you play this character, if you have a character named Antonio Madrigal in play, gain 1 lore.","<em>""He knows the way through. Just try to keep up!""â Antonio",Amber,Yes,1,,31/204,,Encanto,Common,1,4,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631344_200w.jpg,0.5,,1.98,2025-05-23T19:56:34.103,Antonio's Jaguar - Faithful Companion,631344,Normal,https://cpt.tcgcsv.com/Vx37
31/204 EN 8,71,2025,Antonios Jaguar Faithful Companion,,Character,Faithful Companion,Storyborn;Ally,2,"<strong>[You Want to go Where?]</strong> When you play this character, if you have a character named Antonio Madrigal in play, gain 1 lore.","<em>""He knows the way through. Just try to keep up!""â Antonio",Amber,Yes,1,,31/204,,Encanto,Common,1,4,24258,5.1,1,https://tcgplayer-cdn.tcgplayer.com/product/631344_200w.jpg,3.0,,3.0,2025-05-23T19:56:34.103,Antonio's Jaguar - Faithful Companion,631344,Cold Foil,https://cpt.tcgcsv.com/Vx37
75/204 EN 8,71,2025,Camilo Madrigal Center Stage,,Character,Center Stage,Storyborn;Ally;Madrigal,5,"<strong>[Encore! Encore!]</strong> When this character is banished in a challenge, return this card to your hand.","<em>""My primo Camila won't stop until he makes you smile today.""âMirabel",Amethyst,,2,,75/204,,Encanto,Common,4,4,24258,5.0,1,https://tcgplayer-cdn.tcgplayer.com/product/631345_200w.jpg,3.0,,3.0,2025-05-23T20:40:10.777,Camilo Madrigal - Center Stage,631345,Cold Foil,https://cpt.tcgcsv.com/Wx37
75/204 EN 8,71,2025,Camilo Madrigal Center Stage,,Character,Center Stage,Storyborn;Ally;Madrigal,5,"<strong>[Encore! Encore!]</strong> When this character is banished in a challenge, return this card to your hand.","<em>""My primo Camila won't stop until he makes you smile today.""âMirabel",Amethyst,,2,,75/204,,Encanto,Common,4,4,24258,2.54,1,https://tcgplayer-cdn.tcgplayer.com/product/631345_200w.jpg,0.5,,1.98,2025-05-23T20:40:10.777,Camilo Madrigal - Center Stage,631345,Normal,https://cpt.tcgcsv.com/Wx37
97/204 EN 8,71,2025,Chip Quick Thinker,,Character,Quick Thinker,Storyborn;Hero,4,"<strong>[I'll Handle This]</strong> When you play this character, chosen opponent chooses and discards a card.","<em>""Don't worry, Dale! I've got you!""</em>",Emerald,Yes,1,,97/204,,Chip 'n' Dale: Rescue Rangers,Uncommon,3,2,24258,6.06,1,https://tcgplayer-cdn.tcgplayer.com/product/631346_200w.jpg,3.69,6.0,5.0,2025-05-23T20:45:07.3,Chip - Quick Thinker,631346,Cold Foil,https://cpt.tcgcsv.com/Xx37
